price,year,odometer,manufacturer,model,condition,cylinders,fuel,transmission,type,age,cluster,cluster_name
13900,2015,107561,toyota,camry,excellent,4 cylinders,gas,automatic,sedan,6,0,经济型车
27900,2015,77905,chevrolet,silverado 1500,excellent,6 cylinders,gas,automatic,truck,6,1,中端车
24900,2011,68921,ram,1500,excellent,8 cylinders,gas,other,truck,10,1,中端车
28900,2015,94727,chevrolet,silverado 2500hd,excellent,8 cylinders,gas,automatic,truck,6,1,中端车
22900,2008,124977,jeep,wrangler,excellent,6 cylinders,gas,automatic,wagon,13,3,老旧车
28900,2018,61173,dodge,charger,excellent,8 cylinders,gas,automatic,sedan,3,1,中端车
13900,2017,65620,ford,escape,excellent,4 cylinders,gas,automatic,wagon,4,1,中端车
26900,2020,29055,toyota,rav4,excellent,4 cylinders,gas,automatic,SUV,1,2,高端车
21900,2014,50745,bmw,4 series,excellent,4 cylinders,gas,automatic,coupe,7,1,中端车
16900,2019,18794,ford,fusion,excellent,4 cylinders,gas,automatic,sedan,2,1,中端车
11900,2017,73973,hyundai,veloster,excellent,4 cylinders,gas,automatic,hatchback,4,1,中端车
6900,2008,93715,volvo,s40,excellent,5 cylinders,gas,automatic,sedan,13,3,老旧车
8900,2010,67190,jeep,patriot,excellent,4 cylinders,gas,manual,SUV,11,0,经济型车
6900,2012,79746,fiat,500,excellent,4 cylinders,gas,manual,hatchback,9,0,经济型车
16900,2015,82855,chevrolet,colorado,excellent,4 cylinders,gas,other,truck,6,0,经济型车
21900,2020,21092,chevrolet,equinox,excellent,4 cylinders,gas,automatic,SUV,1,1,中端车
19900,2016,69322,ford,explorer,excellent,4 cylinders,gas,automatic,wagon,5,1,中端车
16900,2019,30365,hyundai,elantra,excellent,4 cylinders,gas,automatic,sedan,2,1,中端车
5900,2015,78715,mitsubishi,mirage,excellent,4 cylinders,gas,other,hatchback,6,0,经济型车
8900,2009,62784,hyundai,sonata,excellent,6 cylinders,gas,automatic,sedan,12,3,老旧车
52900,2020,12016,jeep,gladiator,excellent,6 cylinders,gas,automatic,truck,1,2,高端车
42900,2020,21506,chevrolet,silverado 1500,excellent,8 cylinders,gas,automatic,truck,1,2,高端车
27900,2015,107297,chevrolet,tahoe,excellent,8 cylinders,gas,automatic,SUV,6,0,经济型车
28900,2016,63675,lexus,rc 200t,excellent,4 cylinders,gas,automatic,coupe,5,1,中端车
17900,2017,63167,honda,hr-v,excellent,4 cylinders,gas,automatic,hatchback,4,1,中端车
29900,2019,11628,toyota,highlander,excellent,6 cylinders,gas,automatic,wagon,2,2,高端车
10900,2016,126681,buick,verano,excellent,4 cylinders,gas,automatic,sedan,5,0,经济型车
34900,2020,7490,bmw,3 series,excellent,4 cylinders,gas,automatic,sedan,1,2,高端车
27900,2021,18320,chevrolet,trailblazer,excellent,3 cylinders,gas,automatic,SUV,0,2,高端车
39900,2020,7273,ford,explorer,excellent,4 cylinders,gas,automatic,wagon,1,2,高端车
29900,2015,30105,ford,f-150,excellent,6 cylinders,gas,automatic,truck,6,1,中端车
52900,2018,45785,rover,velar,excellent,4 cylinders,gas,automatic,SUV,3,2,高端车
23900,2019,36049,dodge,challenger,excellent,6 cylinders,gas,automatic,coupe,2,1,中端车
19900,2016,95356,mercedes-benz,cla,excellent,4 cylinders,gas,automatic,sedan,5,0,经济型车
18900,2017,97096,mazda,cx-9,excellent,4 cylinders,gas,automatic,wagon,4,0,经济型车
32900,2020,23132,dodge,challenger,excellent,8 cylinders,gas,automatic,coupe,1,2,高端车
36900,2019,70443,chevrolet,silverado 1500,excellent,6 cylinders,gas,automatic,truck,2,2,高端车
14900,2016,100020,kia,sorento,excellent,4 cylinders,gas,automatic,wagon,5,0,经济型车
19900,2019,10398,volkswagen,tiguan,excellent,4 cylinders,gas,automatic,wagon,2,1,中端车
41900,2016,50673,bmw,7 series,excellent,6 cylinders,gas,automatic,sedan,5,2,高端车
42000,2016,39000,toyota,tundra limited,like new,8 cylinders,gas,automatic,truck,5,2,高端车
4900,2005,157375,bmw,z4 2.5i,excellent,4 cylinders,gas,automatic,convertible,16,3,老旧车
4500,2005,163000,toyota,camry le,excellent,4 cylinders,gas,automatic,sedan,16,3,老旧车
12499,2013,105918,bmw,535 i,excellent,6 cylinders,gas,automatic,sedan,8,0,经济型车
7250,2006,140000,subaru,impreza,good,4 cylinders,gas,manual,sedan,15,3,老旧车
8995,2007,117293,lexus,es350,excellent,6 cylinders,gas,automatic,sedan,14,3,老旧车
21000,2011,142000,ford,e-450,excellent,10 cylinders,gas,automatic,truck,10,0,经济型车
38625,2019,16713,jeep,wrangler unlimited sport,good,6 cylinders,gas,automatic,other,2,2,高端车
27990,2012,68696,gmc,sierra 2500 hd extended cab,good,8 cylinders,gas,other,pickup,9,1,中端车
6990,2006,100300,mini,cooper,like new,4 cylinders,gas,manual,hatchback,15,3,老旧车
37999,2019,16470,jeep,wrangler unlimited sport,good,6 cylinders,gas,automatic,other,2,2,高端车
36995,2014,45736,jeep,wrangler unlimited rubicon,good,6 cylinders,gas,automatic,other,7,2,高端车
30345,2016,25245,dodge,challenger r/t plus,good,8 cylinders,gas,automatic,coupe,5,2,高端车
30590,2020,10005,acura,tlx 3.5 sedan 4d,good,6 cylinders,gas,other,sedan,1,2,高端车
39995,2014,69587,rover,range hse,good,6 cylinders,other,automatic,other,7,2,高端车
33000,2016,50758,jeep,wrangler unlimited sahara,excellent,6 cylinders,gas,manual,SUV,5,2,高端车
38590,2019,11599,lexus,es 350 luxury sedan 4d,good,6 cylinders,other,other,sedan,2,2,高端车
17988,2017,18971,honda,civic,excellent,4 cylinders,gas,automatic,sedan,4,1,中端车
26995,2014,33734,dodge,challenger r/t,good,8 cylinders,gas,manual,coupe,7,1,中端车
44900,2016,3535,chevrolet,camaro 2ss coupe,like new,8 cylinders,gas,automatic,coupe,5,2,高端车
4999,2006,146820,subaru,forester 2.5x,excellent,4 cylinders,gas,automatic,wagon,15,3,老旧车
6999,2007,197789,nissan,frontier nismo,excellent,6 cylinders,gas,automatic,pickup,14,3,老旧车
12999,2010,190697,ford,f-150 platinum,excellent,8 cylinders,gas,automatic,truck,11,3,老旧车
27500,2012,99989,mitsubishi,fuso fe160,excellent,4 cylinders,diesel,automatic,truck,9,0,经济型车
7900,2007,126226,ford,ranger,excellent,4 cylinders,gas,automatic,pickup,14,3,老旧车
39500,2013,99332,ford,f750,excellent,6 cylinders,diesel,automatic,truck,8,2,高端车
16588,2013,85013,subaru,outback,excellent,6 cylinders,gas,automatic,wagon,8,0,经济型车
3050,2006,150000,volkswagen,jetta,excellent,5 cylinders,gas,automatic,sedan,15,3,老旧车
10995,2013,94250,honda,civic ex-l,like new,4 cylinders,gas,automatic,sedan,8,0,经济型车
29995,2018,83867,jeep,wrangler jk,good,6 cylinders,gas,automatic,SUV,3,1,中端车
14995,2013,99757,bmw,3-series,good,4 cylinders,gas,automatic,sedan,8,0,经济型车
20995,2010,153475,toyota,tundra,good,8 cylinders,gas,automatic,truck,11,3,老旧车
33495,2018,80448,jeep,wrangler jk,good,6 cylinders,gas,automatic,SUV,3,2,高端车
14495,2013,94346,bmw,3-series,good,4 cylinders,gas,automatic,sedan,8,0,经济型车
12495,2014,145769,acura,rdx,good,6 cylinders,gas,automatic,SUV,7,0,经济型车
23995,2020,16034,nissan,altima,good,4 cylinders,gas,automatic,sedan,1,1,中端车
20495,2017,87208,nissan,maxima,good,6 cylinders,gas,automatic,sedan,4,1,中端车
31995,2018,78351,jeep,wrangler jk,good,6 cylinders,gas,automatic,SUV,3,2,高端车
31995,2018,84524,jeep,wrangler,good,6 cylinders,gas,automatic,SUV,3,2,高端车
10995,2011,110082,chevrolet,traverse,good,6 cylinders,gas,automatic,SUV,10,0,经济型车
10995,2012,88882,volvo,s60,good,5 cylinders,gas,automatic,sedan,9,0,经济型车
18995,2017,61293,nissan,altima,good,4 cylinders,gas,automatic,sedan,4,1,中端车
11995,2016,102901,ford,fusion hybrid,good,4 cylinders,hybrid,automatic,sedan,5,0,经济型车
10495,2010,99742,toyota,camry,good,6 cylinders,gas,automatic,sedan,11,3,老旧车
14995,2014,90254,cadillac,ats,good,4 cylinders,gas,automatic,sedan,7,0,经济型车
10995,2009,140501,lexus,rx 350,good,6 cylinders,gas,automatic,SUV,12,3,老旧车
5995,2010,133254,ford,focus,good,4 cylinders,gas,automatic,hatchback,11,3,老旧车
26495,2017,80449,jeep,wrangler,good,6 cylinders,gas,automatic,SUV,4,1,中端车
21995,2017,50916,bmw,3-series,good,4 cylinders,gas,automatic,sedan,4,1,中端车
18495,2015,67623,bmw,3-series,good,4 cylinders,gas,automatic,sedan,6,1,中端车
13995,2016,51737,kia,forte,good,4 cylinders,gas,automatic,sedan,5,1,中端车
19500,2015,90000,acura,tlx 3.5l v6,like new,6 cylinders,gas,automatic,sedan,6,0,经济型车
39000,2017,23578,ford,explorer sport,like new,6 cylinders,gas,automatic,SUV,4,2,高端车
3100,2005,192000,honda,civic lx,good,4 cylinders,gas,automatic,sedan,16,3,老旧车
10500,2011,133000,bmw,series 5 535i,excellent,6 cylinders,gas,automatic,sedan,10,3,老旧车
24590,2017,42253,toyota,avalon xle touring sedan,good,6 cylinders,other,other,sedan,4,1,中端车
39990,2018,45123,gmc,sierra 1500 double cab slt,good,8 cylinders,gas,automatic,pickup,3,2,高端车
23995,2007,113042,lexus,es350,excellent,6 cylinders,gas,manual,SUV,14,3,老旧车
38990,2013,27610,chevrolet,camaro zl1 coupe 2d,good,8 cylinders,gas,other,coupe,8,2,高端车
31990,2020,4108,gmc,acadia sle sport utility 4d,good,6 cylinders,gas,other,other,1,2,高端车
30990,2018,8084,infiniti,q50 hybrid luxe sedan,good,6 cylinders,gas,other,sedan,3,2,高端车
7495,2013,76969,dodge,avanger,excellent,4 cylinders,gas,automatic,sedan,8,0,经济型车
23990,2019,13337,dodge,grand caravan passenger se,good,6 cylinders,gas,other,van,2,1,中端车
38590,2012,38955,mercedes-benz,sl-class sl 550,good,8 cylinders,gas,other,other,9,2,高端车
20000,2014,56000,mercedes-benz,e-class e350 sport,excellent,6 cylinders,gas,automatic,sedan,7,1,中端车
8750,2010,140000,honda,crv,excellent,4 cylinders,gas,automatic,SUV,11,3,老旧车
16950,2005,167553,porsche,boxster cabriolet,excellent,6 cylinders,gas,automatic,coupe,16,3,老旧车
8595,2009,122200,toyota,camry hybrid,like new,4 cylinders,hybrid,automatic,sedan,12,3,老旧车
7600,2008,76991,mini,cooper clubman,good,4 cylinders,gas,automatic,coupe,13,3,老旧车
8500,2011,116754,lincoln,town car black,excellent,8 cylinders,gas,automatic,sedan,10,0,经济型车
5999,2005,184073,chevrolet,tahoe ls,good,8 cylinders,gas,automatic,SUV,16,3,老旧车
36995,2015,74643,jeep,wrangler unlimited rubicon,good,6 cylinders,gas,automatic,other,6,2,高端车
34995,2015,87265,jeep,wrangler unlimited rubicon,good,6 cylinders,gas,automatic,other,6,2,高端车
33999,2017,41454,jeep,wrangler unlimited sahara,good,6 cylinders,gas,automatic,other,4,2,高端车
32950,2006,78853,ford,f350 king ranch,excellent,8 cylinders,diesel,automatic,truck,15,3,老旧车
29999,2015,77679,jeep,wrangler unlimited sport,good,6 cylinders,gas,automatic,other,6,1,中端车
29950,2007,117288,ford,f350 super duty lariat,excellent,8 cylinders,diesel,automatic,truck,14,3,老旧车
45995,2015,54031,cadillac,escalade premium,good,8 cylinders,gas,automatic,other,6,2,高端车
29999,2015,103032,jeep,wrangler unlimited sport,good,6 cylinders,gas,automatic,other,6,1,中端车
9995,2013,97000,mini,cooper countryman base,like new,4 cylinders,gas,automatic,sedan,8,0,经济型车
6695,2015,114000,nissan,versa sv sedan 4d,excellent,4 cylinders,gas,automatic,sedan,6,0,经济型车
38990,2016,72410,chevrolet,silverado 2500 hd,good,8 cylinders,other,other,pickup,5,2,高端车
6995,2012,130447,nissan,altima 2.5 s,like new,4 cylinders,gas,automatic,sedan,9,0,经济型车
24590,2014,60987,lexus,is 350 sedan 4d,good,6 cylinders,gas,other,sedan,7,1,中端车
13700,2012,110900,dodge,durango citadel,excellent,8 cylinders,gas,automatic,SUV,9,0,经济型车
26990,2017,41335,nissan,titan single cab sv,good,8 cylinders,gas,other,pickup,4,1,中端车
4999,2006,159296,infiniti,g35,good,6 cylinders,gas,automatic,sedan,15,3,老旧车
5999,2005,213707,chevrolet,silverado 1500,excellent,8 cylinders,gas,automatic,pickup,16,3,老旧车
6999,2013,120608,mazda,3 touring,excellent,4 cylinders,gas,automatic,hatchback,8,0,经济型车
24950,2017,104219,ford,transit 250 cargo van,excellent,6 cylinders,gas,automatic,truck,4,1,中端车
45950,2014,143909,ram,3500 laramie crew cab,excellent,6 cylinders,diesel,automatic,truck,7,2,高端车
52950,2015,106554,ford,f350 super duty lariat,excellent,8 cylinders,diesel,automatic,truck,6,2,高端车
35950,2018,113869,chevrolet,silverado 2500 hd,excellent,8 cylinders,gas,automatic,truck,3,2,高端车
33950,2011,82790,ram,2500 crew cab slt,excellent,8 cylinders,gas,automatic,truck,10,1,中端车
21950,2015,112081,toyota,tacoma prerunner,excellent,6 cylinders,gas,automatic,truck,6,0,经济型车
35950,2011,157159,ford,f250 super duty lariat,excellent,8 cylinders,diesel,automatic,truck,10,0,经济型车
49950,2015,124119,ford,f350 super duty lariat,excellent,8 cylinders,diesel,automatic,truck,6,2,高端车
16950,2008,75447,ford,e150 cargo van,excellent,8 cylinders,gas,automatic,van,13,3,老旧车
46950,2010,94550,ram,3500 laramie,excellent,6 cylinders,diesel,automatic,truck,11,2,高端车
20950,2018,192825,toyota,tundra crewmax,excellent,8 cylinders,gas,automatic,truck,3,0,经济型车
35950,2018,106874,chevrolet,silverado 2500 hd,excellent,8 cylinders,gas,automatic,truck,3,2,高端车
35950,2018,102365,chevrolet,silverado 2500 hd,excellent,8 cylinders,gas,automatic,truck,3,2,高端车
24950,2013,153801,ram,2500 crew cab 4x4,excellent,8 cylinders,gas,automatic,truck,8,0,经济型车
8200,2006,174800,gmc,yukon xl,good,8 cylinders,gas,automatic,SUV,15,3,老旧车
24950,2007,130375,chevrolet,silverado 1500 ls,excellent,8 cylinders,gas,automatic,truck,14,3,老旧车
7495,2005,63956,toyota,camry,excellent,4 cylinders,gas,automatic,sedan,16,3,老旧车
38000,2017,55000,toyota,tundra sr5,excellent,8 cylinders,gas,automatic,truck,4,2,高端车
9795,2005,163300,chevrolet,avalanche,excellent,8 cylinders,gas,automatic,truck,16,3,老旧车
11999,2016,49546,volkswagen,egolf,excellent,4 cylinders,electric,automatic,hatchback,5,1,中端车
14700,2017,35880,toyota,corolla le,excellent,4 cylinders,gas,automatic,sedan,4,1,中端车
4999,2006,115800,volkswagen,new beetle convertible,good,4 cylinders,gas,automatic,convertible,15,3,老旧车
12999,2006,175150,toyota,tacoma prerunner,excellent,6 cylinders,gas,automatic,pickup,15,3,老旧车
7000,2005,157349,bmw,z4 2.5i,excellent,6 cylinders,gas,automatic,convertible,16,3,老旧车
6999,2005,195552,nissan,frontier se,excellent,6 cylinders,gas,automatic,pickup,16,3,老旧车
5999,2008,122191,volvo,xc90 awd,excellent,6 cylinders,gas,automatic,SUV,13,3,老旧车
5499,2008,87850,nissan,quest s,excellent,6 cylinders,gas,automatic,mini-van,13,3,老旧车
4999,2007,164382,subaru,forester,excellent,4 cylinders,gas,automatic,SUV,14,3,老旧车
6999,2007,185672,nissan,frontier se,excellent,6 cylinders,gas,automatic,pickup,14,3,老旧车
20999,2010,115551,harley-davidson,davidson,excellent,8 cylinders,gas,automatic,truck,11,3,老旧车
4999,2006,176907,subaru,outback,excellent,4 cylinders,gas,automatic,wagon,15,3,老旧车
4999,2005,108273,chevrolet,equinox ls,excellent,6 cylinders,gas,automatic,SUV,16,3,老旧车
5499,2006,141324,chrysler,300c,excellent,8 cylinders,gas,automatic,sedan,15,3,老旧车
7900,2012,105538,toyota,prius,excellent,4 cylinders,hybrid,automatic,hatchback,9,0,经济型车
44950,2016,64995,cadillac,escalade,excellent,8 cylinders,gas,automatic,SUV,5,2,高端车
20950,2011,117996,ford,f150 supercrew cab lariat,excellent,8 cylinders,gas,automatic,truck,10,0,经济型车
12500,2005,120760,mercedes-benz,benz e320 wagon,excellent,6 cylinders,gas,automatic,wagon,16,3,老旧车
39950,2015,86351,ram,2500 crew cab,excellent,8 cylinders,gas,automatic,truck,6,2,高端车
28990,2012,70703,bmw,m3 convertible 2d,good,8 cylinders,gas,other,other,9,1,中端车
29990,2012,103360,toyota,fj cruiser sport utility,good,6 cylinders,gas,other,other,9,0,经济型车
39990,2019,8373,nissan,370z nismo coupe 2d,good,6 cylinders,gas,other,coupe,2,2,高端车
12500,2007,98000,mercedes-benz,benz cls550,excellent,8 cylinders,gas,automatic,coupe,14,3,老旧车
31990,2018,52733,jeep,wrangler unlimited sport s,good,6 cylinders,gas,other,other,3,2,高端车
5995,2008,82000,mazda,3,excellent,4 cylinders,gas,automatic,sedan,13,3,老旧车
46900,2015,48975,mercedes-benz,s 550,like new,8 cylinders,gas,automatic,sedan,6,2,高端车
9000,2010,164900,bmw,335i,excellent,6 cylinders,gas,automatic,sedan,11,3,老旧车
35990,2021,2600,jeep,wrangler sport suv 2d,good,6 cylinders,gas,other,other,0,2,高端车
27990,2019,18857,nissan,maxima s sedan 4d,good,6 cylinders,gas,other,sedan,2,2,高端车
13900,2014,96505,mercedes-benz,c250 coupe,excellent,4 cylinders,gas,automatic,coupe,7,0,经济型车
7500,2005,105000,mercedes-benz,benz clk 320,excellent,6 cylinders,gas,automatic,convertible,16,3,老旧车
6999,2012,156186,chevrolet,equinox,excellent,4 cylinders,gas,automatic,SUV,9,0,经济型车
15500,2008,225000,ford,f250 super duty,like new,8 cylinders,diesel,automatic,truck,13,3,老旧车
11900,2005,121787,mercedes-benz,sl500 roadster,excellent,8 cylinders,gas,automatic,convertible,16,3,老旧车
9900,2014,153000,honda,cr-z ex,excellent,4 cylinders,gas,manual,coupe,7,0,经济型车
31590,2016,27440,dodge,challenger r/t plus shaker,good,8 cylinders,other,other,coupe,5,2,高端车
12250,2013,11500,kia,soul,like new,4 cylinders,gas,automatic,SUV,8,1,中端车
20999,2007,109276,gmc,sierra 1500,good,8 cylinders,gas,automatic,truck,14,3,老旧车
22999,2013,123448,chevrolet,avalanche,good,8 cylinders,gas,automatic,truck,8,0,经济型车
27999,2014,85668,gmc,yukon,good,8 cylinders,gas,automatic,SUV,7,1,中端车
37999,2012,118703,ford,f-150,good,8 cylinders,gas,automatic,truck,9,0,经济型车
14999,2014,76935,toyota,camry,good,4 cylinders,gas,automatic,sedan,7,0,经济型车
11999,2015,90939,mitsubishi,lancer,good,4 cylinders,gas,automatic,sedan,6,0,经济型车
15999,2017,80110,toyota,camry,good,4 cylinders,gas,automatic,sedan,4,1,中端车
10995,2012,89194,toyota,camry hybrid,good,4 cylinders,hybrid,automatic,sedan,9,0,经济型车
29990,2016,19374,ford,mustang gt coupe 2d,good,8 cylinders,gas,automatic,coupe,5,2,高端车
8400,2012,145000,toyota,camry,excellent,4 cylinders,gas,automatic,sedan,9,0,经济型车
9450,2015,92000,volkswagen,beetle convertible,like new,4 cylinders,gas,automatic,convertible,6,0,经济型车
31990,2019,34925,chrysler,pacifica limited,good,6 cylinders,gas,other,van,2,2,高端车
25990,2013,42045,mercedes-benz,e-class e 550,good,8 cylinders,gas,automatic,coupe,8,1,中端车
27590,2015,72076,bmw,7 series 750i sedan 4d,good,8 cylinders,gas,other,sedan,6,1,中端车
27990,2017,26355,infiniti,qx60 3.5 sport utility,good,6 cylinders,other,other,other,4,1,中端车
19990,2012,44271,infiniti,m m37 sedan 4d,good,6 cylinders,gas,manual,sedan,9,1,中端车
12700,2014,88095,honda,accord 2014,excellent,4 cylinders,gas,automatic,sedan,7,0,经济型车
9900,2010,98722,mercedes-benz,c300 sport,excellent,6 cylinders,gas,automatic,sedan,11,3,老旧车
12995,2018,51800,mazda,cx-5,excellent,4 cylinders,gas,automatic,SUV,3,1,中端车
29995,2017,130587,ford,f-350 sd,good,8 cylinders,diesel,automatic,truck,4,0,经济型车
27900,2018,27000,mercedes-benz,benz c350e,excellent,4 cylinders,hybrid,automatic,sedan,3,2,高端车
19950,2016,109203,chevrolet,express 3500 cargo van,excellent,8 cylinders,gas,automatic,van,5,0,经济型车
24950,2018,130685,ford,transit wagon 350 passanger,excellent,6 cylinders,gas,automatic,van,3,0,经济型车
20950,2015,146347,chevrolet,colorado crew cab z71,excellent,6 cylinders,gas,automatic,truck,6,0,经济型车
27950,2015,87986,ford,transit 250 cargo van,excellent,6 cylinders,gas,automatic,van,6,1,中端车
34950,2010,116677,ford,f450 super duty crew,excellent,8 cylinders,diesel,automatic,truck,11,0,经济型车
39900,2020,20159,ford,explorer,excellent,4 cylinders,gas,automatic,wagon,1,2,高端车
8900,2008,0,honda,odyssey,excellent,6 cylinders,gas,automatic,van,13,1,中端车
16900,2014,63840,bmw,3 series,excellent,4 cylinders,gas,automatic,sedan,7,1,中端车
23900,2008,0,jeep,wrangler,excellent,6 cylinders,gas,other,wagon,13,1,中端车
10900,2010,0,buick,enclave,excellent,6 cylinders,gas,automatic,wagon,11,1,中端车
23900,2014,80654,lexus,is 250,excellent,6 cylinders,gas,automatic,sedan,7,1,中端车
14900,2010,70464,bmw,x5,excellent,8 cylinders,gas,automatic,wagon,11,0,经济型车
32900,2021,2626,chevrolet,trailblazer,excellent,3 cylinders,gas,automatic,SUV,0,2,高端车
18900,2018,0,gmc,acadia,excellent,4 cylinders,gas,automatic,SUV,3,1,中端车
9900,2015,0,chrysler,200,excellent,4 cylinders,gas,automatic,sedan,6,1,中端车
22900,2017,31252,infiniti,q50,excellent,4 cylinders,gas,automatic,sedan,4,1,中端车
35900,2015,65918,rover,sport,excellent,6 cylinders,gas,automatic,SUV,6,2,高端车
15900,2010,68421,mercedes-benz,e-class,excellent,6 cylinders,gas,automatic,coupe,11,0,经济型车
18900,2017,0,dodge,durango,excellent,6 cylinders,gas,automatic,wagon,4,1,中端车
22900,2021,1009,kia,forte,excellent,4 cylinders,gas,automatic,sedan,0,1,中端车
18900,2017,85837,kia,sorento,excellent,6 cylinders,gas,automatic,wagon,4,1,中端车
19900,2019,49622,hyundai,santa fe,excellent,4 cylinders,gas,automatic,wagon,2,1,中端车
32900,2017,34981,mercedes-benz,c-class,excellent,4 cylinders,gas,automatic,coupe,4,2,高端车
24900,2019,26780,chevrolet,camaro,excellent,6 cylinders,gas,automatic,convertible,2,1,中端车
34900,2019,33007,toyota,tacoma 2wd,excellent,6 cylinders,gas,automatic,truck,2,2,高端车
11900,2011,0,mercedes-benz,m-class,excellent,6 cylinders,gas,automatic,wagon,10,1,中端车
22900,2016,81644,dodge,charger,excellent,8 cylinders,gas,automatic,sedan,5,1,中端车
8900,2015,63168,nissan,versa note,excellent,4 cylinders,gas,automatic,hatchback,6,1,中端车
10900,2013,75479,ford,c-max energi,excellent,4 cylinders,gas,automatic,hatchback,8,0,经济型车
33900,2018,38841,toyota,tacoma,excellent,4 cylinders,gas,automatic,truck,3,2,高端车
17900,2015,0,mercedes-benz,cla-class,excellent,4 cylinders,gas,automatic,sedan,6,1,中端车
22900,2016,0,mazda,cx-9,excellent,4 cylinders,gas,automatic,wagon,5,1,中端车
21900,2016,54322,ford,explorer,excellent,6 cylinders,gas,automatic,SUV,5,1,中端车
14900,2014,0,mazda,cx-5,excellent,4 cylinders,gas,automatic,wagon,7,1,中端车
7900,2009,0,mini,cooper clubman,excellent,4 cylinders,gas,automatic,wagon,12,1,中端车
19900,2016,77495,chevrolet,colorado,excellent,4 cylinders,gas,automatic,truck,5,1,中端车
8900,2012,80753,chevrolet,sonic,excellent,4 cylinders,gas,automatic,sedan,9,0,经济型车
18900,2010,0,ford,f-150,excellent,8 cylinders,gas,automatic,truck,11,1,中端车
10900,2014,0,toyota,corolla,excellent,4 cylinders,gas,automatic,sedan,7,1,中端车
28900,2020,2207,ford,escape,excellent,4 cylinders,gas,automatic,wagon,1,2,高端车
8900,2012,0,honda,civic sdn,excellent,4 cylinders,gas,automatic,sedan,9,1,中端车
7900,2013,0,hyundai,sonata,excellent,4 cylinders,gas,automatic,sedan,8,1,中端车
9900,2014,0,ford,fusion,excellent,4 cylinders,gas,automatic,sedan,7,1,中端车
10900,2016,0,hyundai,sonata,excellent,4 cylinders,gas,automatic,sedan,5,1,中端车
7900,2015,0,nissan,sentra,excellent,4 cylinders,gas,automatic,sedan,6,1,中端车
12900,2016,0,dodge,grand caravan,excellent,6 cylinders,gas,automatic,van,5,1,中端车
18900,2012,0,chevrolet,silverado 1500,excellent,8 cylinders,gas,automatic,truck,9,1,中端车
9900,2013,84686,mazda,mazda3,excellent,4 cylinders,gas,automatic,sedan,8,0,经济型车
16900,2013,0,honda,cr-v,excellent,4 cylinders,gas,automatic,wagon,8,1,中端车
18900,2009,0,ram,1500,excellent,8 cylinders,gas,automatic,truck,12,1,中端车
7900,2017,63874,mitsubishi,mirage,excellent,3 cylinders,gas,automatic,hatchback,4,1,中端车
10900,2017,0,nissan,altima,excellent,4 cylinders,gas,automatic,sedan,4,1,中端车
9900,2014,0,mini,cooper countryman,excellent,4 cylinders,gas,automatic,wagon,7,1,中端车
13900,2007,0,chevrolet,silverado 1500 classic,excellent,8 cylinders,gas,automatic,truck,14,1,中端车
13900,2008,0,infiniti,g35 sedan,excellent,6 cylinders,gas,other,sedan,13,1,中端车
13900,2017,0,hyundai,sonata,excellent,4 cylinders,gas,automatic,sedan,4,1,中端车
31900,2014,69781,chevrolet,silverado 1500,excellent,6 cylinders,gas,automatic,truck,7,1,中端车
21900,2019,33023,honda,civic sedan,excellent,4 cylinders,gas,automatic,sedan,2,1,中端车
23900,2020,0,honda,civic sedan,excellent,4 cylinders,gas,automatic,sedan,1,1,中端车
7900,2014,0,chrysler,200,excellent,4 cylinders,gas,automatic,sedan,7,1,中端车
18900,2013,0,dodge,durango,excellent,6 cylinders,gas,automatic,wagon,8,1,中端车
9900,2007,77588,toyota,camry,excellent,4 cylinders,gas,automatic,sedan,14,3,老旧车
8900,2009,0,jeep,compass,excellent,4 cylinders,gas,automatic,wagon,12,1,中端车
32900,2019,34894,ford,mustang,excellent,8 cylinders,gas,automatic,convertible,2,2,高端车
54900,2016,60550,jeep,grand cherokee,excellent,8 cylinders,gas,automatic,wagon,5,2,高端车
48900,2018,23860,rover,velar,excellent,4 cylinders,gas,automatic,SUV,3,2,高端车
29900,2018,22447,alfa-romeo,romeo stelvio,excellent,4 cylinders,gas,automatic,SUV,3,2,高端车
34900,2017,76770,ram,1500,excellent,8 cylinders,gas,automatic,truck,4,2,高端车
11900,2016,0,ford,fusion,excellent,4 cylinders,gas,automatic,sedan,5,1,中端车
13900,2015,0,toyota,corolla,excellent,4 cylinders,gas,automatic,sedan,6,1,中端车
13900,2016,45627,nissan,sentra,excellent,4 cylinders,gas,automatic,sedan,5,1,中端车
11900,2016,77256,nissan,sentra,excellent,4 cylinders,gas,automatic,sedan,5,1,中端车
27900,2018,45495,toyota,tacoma,excellent,4 cylinders,gas,automatic,truck,3,1,中端车
8900,2014,0,hyundai,accent,excellent,4 cylinders,gas,automatic,hatchback,7,1,中端车
17900,2019,29302,ford,fusion,excellent,4 cylinders,gas,automatic,sedan,2,1,中端车
8900,2016,0,dodge,grand caravan,excellent,6 cylinders,gas,automatic,van,5,1,中端车
23900,2018,75912,ford,f-150,excellent,6 cylinders,gas,automatic,truck,3,1,中端车
5900,2010,0,ford,focus,excellent,4 cylinders,gas,automatic,sedan,11,1,中端车
5999,2010,83128,ford,crown victoria police,excellent,8 cylinders,gas,automatic,sedan,11,3,老旧车
12500,2013,111000,bmw,5 series 528i,like new,4 cylinders,gas,automatic,sedan,8,0,经济型车
